1	1	4.755718
1	70	3.788223
1	296	4.836355
1	480	4.440637
1	592	4.160051
1	596	4.806867
1	648	3.948896
1	780	3.862682
1	804	4.566339
1	940	4.375273
1	1009	4.254476
1	1031	4.487922
1	1032	4.492758
1	1089	4.272053
1	1206	4.447423
1	1224	4.290985
1	1240	4.280508
1	1256	4.351185
1	1275	4.972596
1	1777	4.110428
1	1793	4.626069
1	2078	4.077722
1	2090	4.500510
1	2094	3.851624
1	2141	5.000000
1	2174	3.918396
1	2273	4.447252
1	2395	4.491332
1	2414	4.314630
1	2528	4.059610
1	2596	4.548612
1	2617	3.777299
1	2640	4.357171
1	2654	4.526047
1	2716	4.847482
1	3243	4.232102
1	3386	4.493155
1	3440	3.924091
1	3441	4.429961
1	3489	4.165099
1	3617	3.772026
1	3639	4.223137
1	3702	4.487615
1	3703	3.984711
1	3744	3.619313
1	3793	4.001800
2	333	4.120777
2	46970	3.881130
2	86345	3.825986
2	122882	3.876967
3	527	2.947844
3	914	3.307470
3	1263	3.264933
3	1587	2.568904
3	2018	3.126759
3	2105	3.446000
3	3949	3.128569
3	5919	2.644387
3	7991	3.113724
4	21	3.219011
4	106	3.990668
4	222	3.186180
4	265	3.759162
4	342	3.249052
4	368	3.277530
4	588	3.715734
4	595	3.583703
4	759	3.937472
4	902	3.792538
4	908	4.673340
4	1046	3.634060
4	1080	3.507857
4	1136	3.645329
4	1279	3.749818
4	1291	3.739658
4	1304	4.210102
4	1466	3.456859
4	1597	3.858037
4	1704	3.805326
4	1732	2.836501
4	1734	3.533658
4	1883	3.713290
4	1967	3.468923
4	2076	3.528255
4	2145	3.546188
4	2186	4.107637
4	2204	3.623288
4	2336	2.734718
4	2351	3.750749
4	2390	3.613716
4	2683	4.041889
4	3160	3.789838
4	3508	3.785415
4	3911	3.871862
4	4002	3.922392
4	4020	3.542361
4	4027	3.676144
4	4033	3.887401
4	4074	3.517122
4	4226	3.230086
4	4641	3.666712
4	4765	3.818478
4	4967	3.679127
5	34	3.615506
5	36	3.747905
5	39	2.880886
5	150	3.814849
5	296	3.755942
5	300	3.871609
5	344	3.297576
5	589	3.668281
6	3	3.452235
6	4	3.303592
