2	288	4.021564
2	157	3.766213
2	193	3.377541
2	289	3.294802
2	227	3.099523
2	1001	2.969831
2	159	2.699101
2	2562	2.689106
2	701	2.586635
2	292	2.366988
3	2174	0.235106
3	1222	0.234518
3	154	0.191343
3	2667	0.182494
3	81	0.135461
3	603	0.134947
3	1745	0.133167
3	4852	0.132020
3	56	0.130677
3	2605	0.129261
4	1072	16.912262
4	1713	16.462718
4	59	13.462433
4	190	12.306968
4	67	10.652467
4	1001	10.502538
4	441	8.194712
4	51	8.183567
4	75	7.921320
4	959	7.721660
5	65	7.763388
5	190	7.560175
5	237	5.912454
5	1098	4.994561
5	81	4.598532
5	229	4.430698
5	418	4.322129
5	424	4.131362
5	429	3.035297
5	88	2.994154
6	295	2.493920
6	701	2.278370
6	67	2.271084
6	289	2.140728
6	288	2.030889
6	292	1.938117
6	301	1.929194
6	294	1.878860
6	89	1.854323
6	55	1.853192
7	295	19.180801
7	349	16.898569
7	701	15.699255
7	466	15.462938
7	461	13.221195
7	294	11.358975
7	543	10.093539
7	67	9.436916
7	55	8.130695
7	907	7.952543
8	333	9.963995
8	67	8.952819
8	701	8.699543
8	306	7.791969
8	55	7.716460
8	461	7.457961
8	299	7.415340
8	466	7.172476
8	318	6.760714
8	294	6.607295
9	89	2.284336
9	289	1.503737
9	300	1.362873
9	518	1.334284
9	344	1.333666
9	230	1.307314
9	498	1.213392
9	190	1.187086
9	288	1.132721
9	333	1.117534
10	207	4.780040
10	154	4.193300
10	533	3.873211
10	227	3.735977
10	1090	3.618890
10	190	3.573857
10	65	3.173872
10	173	2.331225
10	226	2.276084
10	418	2.271756
11	333	18.432573
11	295	17.966034
11	701	15.820380
11	466	15.572186
11	257	15.326473
11	302	14.801431
11	55	13.637900
11	461	11.819825
11	291	11.609117
11	299	11.293624
12	289	6.158194
12	89	5.160839
12	190	4.877320
12	486	4.448801
12	536	4.318435
12	209	4.128434
12	291	3.906506
12	65	3.836800
12	412	3.578148
12	481	3.396645
13	289	19.425763
13	466	19.341801
13	288	18.887772
13	306	18.580704
13	302	16.850231
13	679	15.179178
13	701	12.529499
13	461	10.597161
13	1037	10.320842
13	325	9.406332
14	227	1.080618
14	735	0.871407
14	599	0.863644
14	154	0.674714
14	2786	0.554534
14	1412	0.528356
14	163	0.498963
14	583	0.459181
14	580	0.440904
14	7056	0.435199
15	190	5.079637
15	163	3.913346
15	65	3.809491
15	229	3.683178
15	733	3.111002
15	220	3.069785
15	1414	3.053326
15	207	3.029060
15	735	2.927140
15	1239	2.712444
16	300	9.199581
16	295	8.398875
16	292	7.691320
16	289	7.580111
16	466	7.420310
16	333	7.203213
16	306	7.142088
16	67	6.993907
16	288	6.967540
16	302	6.795870
17	289	12.745022
17	333	10.816983
17	344	10.554403
17	498	9.692474
17	686	8.615145
17	291	7.129552
17	318	6.703534
17	55	6.598110
