2	6241	0.996695
2	8285	0.986605
2	8289	0.986605
2	8284	0.986283
2	8287	0.984758
2	3940	0.969924
2	4917	0.966759
2	3768	0.956319
2	7232	0.954202
2	8291	0.928353
3	1736	1.158171
3	6762	0.813371
3	1	0.000000
3	2	0.000000
3	3	0.000000
3	4	0.000000
3	5	0.000000
3	6	0.000000
3	7	0.000000
3	8	0.000000
4	9647	0.889192
4	1072	0.802703
4	2370	0.744194
4	18155	0.722372
4	18156	0.722372
4	1014	0.720258
4	692	0.717659
4	3272	0.710572
4	472	0.705592
4	5140	0.705538
5	622	1.024904
5	13053	0.996045
5	13463	0.996045
5	14723	0.996045
5	13066	0.996044
5	11055	0.994281
5	13960	0.994281
5	14205	0.994281
5	14207	0.994281
5	5781	0.994079
6	3396	1.766691
6	4867	1.724888
6	2548	1.723667
6	4869	1.587172
6	4915	1.001991
6	13749	1.001991
6	14339	0.999780
6	14340	0.999780
6	14341	0.999780
6	14342	0.999780
7	11717	1.044622
7	2082	0.979284
7	2178	0.968466
7	2181	0.968466
7	1450	0.797579
7	293	0.778981
7	288	0.768876
7	9976	0.766922
7	4619	0.758142
7	4710	0.741713
8	11890	1.284699
8	11452	1.280085
8	1805	1.270450
8	5574	0.924833
8	1459	0.915484
8	2376	0.911913
8	9013	0.872764
8	1447	0.868868
8	7658	0.850383
8	7659	0.850383
9	2117	0.982639
9	2800	0.942789
9	2806	0.938706
9	17833	0.922194
9	2106	0.895188
9	491	0.891569
9	7619	0.888472
9	3398	0.875192
9	4431	0.873162
9	4428	0.864311
10	12220	1.470589
10	626	1.357412
10	4538	1.346421
10	622	0.929716
10	8643	0.861698
10	8644	0.861698
10	18303	0.842540
10	12311	0.842457
10	13664	0.842454
10	2544	0.827206
11	7658	1.691812
11	7659	1.691812
11	7657	1.677895
11	2178	1.626036
11	2181	1.626036
11	7656	1.549810
11	2177	1.221546
11	155	1.215165
11	544	1.207742
11	15321	0.990901
12	4741	1.554233
12	830	1.538540
12	488	1.252460
12	1183	1.134216
12	10952	0.980885
12	10953	0.980885
12	10954	0.980885
12	10958	0.980885
12	4178	0.937704
12	820	0.928904
13	7658	1.691812
13	7659	1.691812
13	7657	1.677895
13	7656	1.549810
13	475	1.313807
13	7412	0.969715
13	7413	0.969715
13	7417	0.969715
13	13964	0.880359
13	13966	0.880359
14	8126	0.769818
14	5469	0.601522
14	5471	0.601515
14	1412	0.517359
14	1639	0.447578
14	5416	0.447481
14	9827	0.256518
14	7861	0.089843
14	1	0.000000
14	2	0.000000
15	12220	0.890579
15	1221	0.888691
15	16667	0.882176
15	4720	0.874601
15	16666	0.865260
15	5358	0.862081
15	15130	0.816029
15	15159	0.816029
15	15160	0.816029
15	15161	0.816029
16	10641	0.903888
16	479	0.898949
16	8171	0.849623
16	4707	0.814711
16	9232	0.766851
16	4576	0.740519
16	972	0.700916
16	15415	0.680764
16	318	0.619557
16	11890	0.614181
17	14600	0.977962
17	16524	0.977962
17	18441	0.945621
17	12959	0.916467
17	4879	0.910760
17	6865	0.908566
17	12958	0.901064
17	7658	0.841429
17	7659	0.841429
17	7657	0.834507
18	11579	1.136335
18	17740	0.945133
18	17741	0.945133
18	13964	0.936089
18	13966	0.936089
18	13965	0.924180
18	6472	0.923902
18	9897	0.923671
18	6534	0.881365
18	16138	0.873762
20	2154	1.559972
20	2820	0.895260
20	6729	0.795162
20	8403	0.795162
20	10845	0.795162
20	10846	0.795162
20	10850	0.795162
20	2744	0.736283
20	5678	0.709021
20	1679	0.655383
21	18556	1.278840
21	18557	1.278840
21	11572	1.027025
21	15696	1.024296
21	893	0.952774
21	902	0.952774
21	18441	0.945621
21	890	0.944126
21	887	0.940035
21	4879	0.910760
22	2389	1.422256
22	4345	1.122367
22	2244	1.101265
22	18136	0.981472
22	18137	0.981472
22	10952	0.980885
22	10953	0.980885
22	10954	0.980885
22	10958	0.980885
22	4284	0.975728
23	5298	0.999224
23	5300	0.999224
23	1169	0.999024
23	12509	0.987619
23	5295	0.970705
23	12505	0.937166
23	1217	0.906752
23	4790	0.894785
23	715	0.866741
23	2369	0.865846
24	548	1.290296
24	15742	0.915717
24	15744	0.915717
24	15745	0.915717
24	15746	0.915717
24	15747	0.915717
24	67	0.790620
24	4915	0.782529
24	13749	0.782529
24	2024	0.721212
25	11579	1.049308
25	10016	0.977648
25	7289	0.976845
25	10017	0.976682
25	9567	0.956052
25	1691	0.936910
25	9495	0.867202
25	7658	0.850383
25	7659	0.850383
25	7657	0.843387
26	1374	2.558180
26	8387	1.844428
26	4680	1.805531
26	4326	1.735615
26	1355	1.656345
26	1349	1.526754
26	12006	1.465760
26	7328	1.419464
26	5630	1.264809
26	1527	1.194979
27	3272	1.428354
27	4495	0.971036
27	9262	0.946746
27	9261	0.938993
27	11866	0.904004
27	15237	0.904004
27	12311	0.902300
27	2544	0.888551
27	10910	0.862783
27	11518	0.861633
28	77	1.475663
28	1008	1.439131
28	1892	1.413504
28	98	1.392546
28	7342	1.336579
28	7345	1.336579
28	7346	1.336579
28	6158	1.325542
28	268	1.056348
28	13161	0.999941
29	7658	1.691812
29	7659	1.691812
29	7657	1.677895
29	7656	1.549810
29	9343	1.467648
29	14787	1.303557
29	6690	1.213268
29	1098	1.169694
29	191	1.137426
29	692	1.133987
30	1685	1.334633
30	10060	1.283192
30	2178	0.968466
30	2181	0.968466
30	8887	0.964585
30	349	0.927887
30	1590	0.922202
30	7400	0.919261
30	7402	0.919261
30	7397	0.919228
31	3492	0.985168
31	3496	0.985168
31	3483	0.984245
31	3499	0.974909
31	3486	0.971638
31	13161	0.961583
31	996	0.961526
31	4313	0.961136
31	6350	0.950073
31	866	0.923153
32	6767	0.966806
32	6768	0.966806
